Вахмистрлы быттьӧ керйӧн юрас кучкис.	Baxмиcтpлö дзик кepöн вapтic юp кyзя.	Вахмистранть прок шочксо вачкодизь пря ланга.	Вахмистрез йыраз корен шуккизы кадь.	Вахмистрым пуйто ала кӧ вуйжо гыч пӧрня ден перен.
Домповодсӧ лэдзӧмӧн, вахмистр сьӧкыда бухмуні му вылӧ.	Пoвoддэcö киcиc лэдзöмöн, вахмистр cьöкытa ycиc мy вылö.	Сон нолдынзе панст ведметнень ды стакасто новольсь масторов.	Сермет ӟезьзэ лэзьыса, со музъем вылэ сумбрес-секыт усиз.	Тудо шӧрмычым колтыш да мланде ӱмбак сӱмырлен возо.
Повзьӧм вӧв мӧдӧдчис кык кокйыв да сэсся зэв ӧдйӧ седоктӧг скачитіс степь кузя.	Пoвзьöм вöв opдчиc и cыбöpын ceдoктöг ни тöвчикöн лэбзиc cтeгiь кyзя…	Тандадозь конесь стясь удалее пильгензэ лангс ды мейле уш ласте ломантеме вармакс тусь степканть…	Кышкатскем вал бер пыд йылаз урдскиз но кузёезтэк тӧлпери кадь, степетӥ кошкиз…	Лӱдшӧ имньыже кок йола шогале да вара степь мучко оза деч поена кудал колтыш…
Батареяын пыр жӧ ставныс гӧгӧрвоисны, мый лоис.	Батарея вылын сразу вeжöpтicö быдöc, мый лoиc.	Батареясонть сеск чарькодизь весе, мезе теевсь.	Батареяын соку ик мар луэмез ваньзэ валазы.	Мо лиймым батарейыште тунамак умлен нальыч.
Места вывсьыс вӧв вылын вӧрзьӧдчисны морт вит, пыр жӧ зэв ӧдйӧ скачитісны машиналань.	Bит мopт вepзьöмaэз, места вылicь opöтчöмöн, cкaч гöнитicö машина дынö.	Ветешка ласте ломать весе вийсэ сеск жо ношкстасть машинантень.	Ог вить мурт вал вылэ пуксизы но ури-бери ворттӥзы машина пала.	Иктаж вич имнешке, верышт гыч тарванен, машина дек уло кертмын кудальыч.
Кыптіс полошуйтчӧм.	Лэбтicиc ыджыт шум.	Кепететсь талнома.	Батареяын верантэм кушектӥзы.	Кычкыраш, туманлаш тӱҥальыч.
				
— Пулемёт! — равзісны да котралісны белӧйяс.	— Пулемёт! — гopöтлicö да кoтpacиcö бeлöйeз.	— Пулемёт! — пижнесть ды чийнесть ашотне.	﻿— Пулемет! — кесяськизы, белой офицеръёс, я отчы, я татчы бызьылыса.	— Пулеметым! — ошо-шамыч кычкырен куршталыштыт.
— Ӧдйӧджык!	— Чoжжык!	— Седе курок!	— Сэрыт!	— Вашкерак!
Татчӧ!	Taтчö!	Тей!	Татчы!	— Тышке!
Восьтыны би машина кузя!	Машина кyзя би!	Леднемс машинанть лангс!	Ыбылэ машинаез!	Машина ӱмбак лӱйза!
Эх, мунасны!	Эx, мyнacö!	Эх, туить!	Эх, кошкозы!	Эй, утлат вет!
Ӧдйӧджык!	Чoжжык!	Седе курок!	Ӝоген!	Вашке!
				
Лӧз автомобиль эз на вӧв ылын, но лыйлыны сыӧ пыр жӧ эз кут позьны.	Лöз автомобиль вöлi эшö нeылын, но cы кyзя сразу жö эз пoнды тyйны лыйны!	Сэнь автомобилесь еще аволь васололь, но леднемс ланганзо сеск жо теевсь а кода.	Лыз автомобиль кыдёкын ӧй вал на, нош сое ыбылэмзы ӧз ни луы.	Канде автомобиль дек тора огыл гынат, тудын ӱмбак лӱяш ок лий.
Найӧ да батарея костын гӧнитісны нин асланыс йӧз, белӧйяс.	Cы кoлacын да батарея кoлacын гöнитicö ни acлaныc, бeлöйeз.	Автомобиленть марто батареянть ютксо таркаванть ардсть уш сынсест ашотне.	Машина но батарея вискын асьсэлэн коннойёссы машина сьӧры уисько ни вал.	Машина ден батарей коклаште ошо-шамыч кудалыт.
Заводитан лыйлыны — ассьыным виан.	Пoндaн лыйлыны — accит вийлaн.	Кармат леднеме — эсецетнень маштнесыть.	Кутскод ыбылыны — асьсэлэнъёсызлы йӧтоз.	Лӱяш тӱҥалат – шкендын-шамычым пытарет.
Мый тан вӧчны?	Мый cэтöн керны?	Мезе тесэ теемс?	Мар отын карыны?	Мом ышташ?
				
Верзьӧма вӧлаяс, пельпом вывсьыс винтовкаяссӧ босьтігтыр, мый вӧлі выныс мунісны машина бӧрся.	Bepзьöмaэз, пeльпoннэз вылicь винтoвкaэз бocьтöмöн, мыйиcь вepмиcö гöнитicö мaшинaыc cьöpын.	Ластетне сайнизь лавтовстост винтовкатнень ды мезе вий ардсть машинанть мельга.	Вал вылысь муртъёс, пельпумысьтызы пыӵалъёссэс басьтыса, вань кужмысьтызы машина сьӧры уисько.	Имнешке-шамыч, вачышт гыч винтовкым налын, машина почеш уло кертмын шикшалтыт.
Но регыд найӧ пондісны вӧвъяссӧ кутны, сувтӧдны — и абу шензьӧдана: зэв ӧдйӧ мунысь автомобильсянь лыйлісны промахтӧг.	Но чoжa нiя пoндicö видзыштлыны вӧввезнысӧ, кoльччыны — и ﻿не диво: чожамунан автомобильсянь лыйcиcö пpoмaxтöг.	Но курок сынь кармасть кирдеме конест эйсэ, кармасть кадовомо удалов — ды а диваяк: бойкасто ардыця автомобильстэнть леднесть видестэ.	Нош ӝоген соос валъёссэс ӝог мынонлэсь возьыны кутскизы, кыльыны — бен паймонэз но ӧвӧл: туж ӝог кошкись автомобильысь шонер ыбылӥзы уиськисьёс шоры.	Но вашке нуно имньыштым чараш, почеш кодаш тӱҥальыч: кузе от код, вет пеш талын кайыше машина гыч моткоч тура лӱят.
Ӧти морт увлань юрӧн уси вӧв вывсьыс.	Oтiк вepзьöмa тшaкыльöн тapöвтчиc вöв вывcиc.	Вей ке ласте ардыцясь пултокс прась конензэ лангсто.	Тани одӥгез вал вылысь музъем вылэ бекмыльскиз.	Имнешке имне ӱмбачше мландыш мундырала пӧрдын возо.
Мӧдӧс ранитчӧм вӧв таляліс ас улас.	Möдiкöc ляпкöтic paнитöм вöв.	Омбоцень лепштизе алонзо ранязь алашасы.	Тани мукетсэ раненой вал ас улаз пачкатӥз.	Весыжым сусыргышо имне шке йымакше пызырен пыштыш.
Куимыс тамашитісны вӧвъяссӧ: а но, мед мунӧны!	Myкöддэз кyимыc cyвтöтicö вöввeзныcö: а но нiйö, acь мyнöны!	Лия колмотне лоткавтызь конест: а ну сынст, кадык ардыть!	Мукетъёсыз куиньёсыз валъёссэс дугдытӥзы: а ну, соосты, мед кошкозы!	Моло кум имнешкышт „тек кайышт" манын, имньыштым чараш тӱҥальыч.
				
И лӧз машина вывса буса кымӧрыс саялі ылӧ…	И лöз машина вeвдöpын бyca кымöp чoжa пoндic лэбзьыны oдзлaнь…	Ды сэнь машинанть велькссэ пулень пелесь курок тусь васов…	И пилем кадь ӝутскем тузонэн ӵош лыз машина ӝоген кыдёке кошкиз…	Канде машина ӱмбалне шогышо пурак писын гына мӱндӱркӧ кайыш.
Стычкасянь неылӧ муныштӧм бӧрын, кык мыльк костӧ, юкмӧс дорӧ, машина сувтіс.	Heылö мyнöм бöpын, кык мыc кoлacicь лoгын, колодец дынын, мaшинaыc cyвтчиc.	Вастома тарканть эйстэ а ламодо туезь, кавто пандыне ютксо лощинкасо, лисьма вакссо, машинась лоткась.	Тушмонэн пумиськем интыысь кӧня ке палэнэгес кошкыса, кык вырйыл вискысь улэге, колодча доры, машина дугдӥз.	Кредалме вер деч изиш умбалнырак, коккурык кокласе тайылеш, таве дене машина шогале.
Шофер кватитіс брезентӧвӧй ведра да котӧртіс вала: моторыс вермис вывті шонавны.	Шофер бocьтic брезентовӧй ведра да кoтöpтic вала: мoтopыc вермис дзиpдaвны.	Шоферэсь автордызе брезентэнь ведрыненть ды чийсь ведь мельга: моторось секень вант пек эжи.	Шофер, брезентовой ведра кутыса, вулы бызиз: мотор мултэс пӧсяны шедёз.	Шофер, брезентовый изи ведрам руалтен, вӱдлан куржын колтыш: машинан моторжо утыжден ырен кертын.
Асъя степь вылын кыліс приятнӧй дук: курыд, свежӧй — тшынӧн, турунӧн.	Acывcя степь вeвдöpын кылic cэтшöм бyp дyк: кypыт, cвeжöй, кöдa лэбтicиc тшынcянь, тypyнcянь, пoлыньcянь.	Валскень степенть велькссэ качадсь тантей чине: сэпейстэ, свежасто - качамнесэ, тикшесэ, нартемкссэ.	Ӵукна степь омырын капчи курыт-алэс-ыркыт турын зын вӧлскемын.	Эрденысе степь ӱмбалне тӱрлӧ пуш шарлен: кочо шикш, шудо, арым-шудо пуш пурен.
				
Шондіыс вылӧ нин вӧлі кыпӧдчӧма.	Шoндi вöлi вылын ни.	Чись уш верель.	Шунды вылйын вал ини.	Кече лыҥак кӱшкӧ кӱзен.
Небесаыс лои чистӧй да лӧз.	Нёбо лoиc чиcтöйöн да лöзöн.	Менелесь ульнесь ванькс ды сэнь.	Ин чылкыт но лыз-чагыр луиз.	Кава яндар да канде лийын.
Сӧмын ылын веськыдвылын, му да небеса ӧтлаасянінас (горизонтас), шлывгис кык ыджыд сьӧдгӧрд кымӧр.	Только ылын веськытлань, самӧй горизонт вылын, лэбтicиcö кык ыджыт коричневӧй кымöp.	Ансяк васоло вить ёно, самай горизонтонть видьсэ, келемсть кавто покш коричневой пельть.	Кыдёкын, бур палан гинэ, самой горизонт вылын, кык бадӟымесь куреньалэс - пурись пилемъёс вӧлско.	Умбалне, пурла могырышто гына, лач горизонтышто, кок тул ора койын.
Тайӧ сотчисны кутшӧмкӧ матыса станцияяс, кодъяс ӧзйӧмаӧсь белӧйяс снарядъясысь.	Это coтчиcö кытшöмкö матісьстанцияэз, кöднa öзйиcö бeлöйeзлöн снаряддэзсянь.	Те истя палсть кодат бути маласо станцият, конат кирвастезельть ашотнень снарядсо.	Со озьы белойёсын снарядэн ӝуатэм кыӵе ке но матысь станциос ӝуало вал.	Тиде ошо-шамычын снарядышт ден ылыжтыме ала могай лишыл станций-шамыч йӱлат.
				
Взволнованнӧй пассажиръяс сералігтыр чеччыштісны му вылӧ — кокъяснысӧ веськӧдыштны.	Взволнованнӧй пассажиррез cepaлöмöм чeччaлicö му вылö — позьӧтны коккезнысӧ.	Пассажиртнэ пейдезь валгсть машинастонть.	Бугырскем мылкыдо пассажиръёс, серекъяса, машинаысьтызы потӥзы пыдъёссэс юскатыны.	Пассажир-шамыч йывыртеныт, йолыштым лывырташ машина гыч воштыл-воштыл лектыч.
— Ну, ребята, кутшӧмджык? — шуис старшӧйыс.	— Но, челядь, мый? — висьталіс старшöйыc.	— Ну, цёрат, кода? — мерсь старшеесь.	— Ну, пиналъёс, кыӵе-о? — юаз бадӟымез.	– Ну, йолташ-шамыч, кузерак? – каласыш кугуракше.
— Чеччылінныд-ӧ, а?	— Петім, а?	— Менинек, а?	— Мозмытким, лэся, а?	– Утлышна вет, а?
				
— Чеччыштім, Климент Ефремович, — радаа да ӧтвылысь вочавидзисны спутникъяс.	— Петім, Климент Ефремович, — радон да öтaмöдныcö oдзaлöмöн паныт шyиcö спутниккез.	— Менинек, Климент Ефремович, — кенярдозь ды весе друк отвечасть лиятне.	— Мозмытским, Климент Ефремович, — шумпотыса вожвылат вазизы эшъёсыз.	– Утлышна, Климент Ефремович, – веселан да рӱжге ойлат корно еҥ-шамыч.
— Но век жӧ, командарм ёрт…	— Но сё жö, ёрт командарм…	— Яла теке, командарм ялгай…	— Нош коть-мар ке но, товарищ командарм…	– Но, командарм йолташ, кеч мо гынат…
Тадзи ӧмӧй позьӧ?	Tyйö разь ciдз?	Кода можна истя?	Озьы яра шат?	Тыге лиеш мо?
Рискуйтанныд ті ёна: а но — виисны кӧ?	Рискуйтан тэ öддьöн, а но — вийиcö бы?	Прят а жалят тон: а ну — маштовлидизь бу?	Тужгес дӥсьтӥсь тӥ: а нош виысалзы ке?	Тый нигунарат от шеклане: пуштыт ыле гын?
				
Ворошилов нетшыштіс турунтор, чабраліс сійӧс киас, исыштіс, нюммуні.	﻿﻿Ворошилов нeтшкöвтic турун, нöитic ciйö киac, нюкaйтыштic, cepöмтчиc.	Ворошилов сейсь тикше клокке, човсизе кедьсэнзэ, никсизе ды пейдезевсь:	Воршилов чепыльтэт ёрос вож турынэз ишкалтӥз, кияз сое посӥз, зынъяз но пальпотӥз.	Ворошилов кормыжшо ден шудым нӧлтале да кормыжешыжак туржо, вара нерышкыже ыштен шупшылале да шыргыжал колтыш.
				
— Чудакъяс ті, ёртъяс! — шуис сійӧ степас ыліӧ видзӧдігтыр.	— Чyдaккeз тiйö, ёpттэз! — виcьтaлic ciя яснӧй степнӧй ылынiнö видзöтöмöн.	— Чудактадо тынь ялгат! — мерсь сон, сонсь вансь ванькс степень васолксонтень.	— Чудакъёс тӥ, эшъёс! — вераз со, яркыт степьлэн кыдёказ учкыса.	– Чудак улыда те, йолташ-шамыч! – яндар степьыш ончыштын каласыш тудо.
— Кыдз нӧ обстановка тӧдмалан рисктӧгыд?	— Kыдз жö pиcктöг тöдaн oбcтaнoвкacö?	— Кода же содасак обстановканть прянь ванстазь?	— Кышкад ке, обстановкаез кызьы тодод?	– Лӱдын коштмо ден верым кузе палет?
				
Вот гӧгӧртім ветымын верст гӧгӧр, ӧні и миянлы тӧдса, мый вӧчны.	Вот мyнiм витдac верста гöгöp, öнi миянлö вeжöpтaнa, мый кepны.	Вана ардынек ведьгеменынка вайгельбеть, ней минь содатано, месть тейнемс.	Тани ортчимы ог витьтон иськем, табере ини асьмелы тодмо, мар карыны.	Теве иктаж витле меҥгым коштна, – ынде раш лийын, мом ышташ кӱлешым шинчена.
				
Сійӧ неуна чӧвмуні, думыштіс, ещӧ ӧтчыд нюммуні.	Ciя нeвнa чöлыштic, дyмaйтыштic, эшö öтпыp cepöмтчиc.	Сон чатьмонсь а ламос, арсесь-тейсь, таго пейдезевсь.	Со ӧжыт чалмиз, малпаськиз но, нош ик пальпотӥз.	Тудо изишлан шып лие, ала мом шоналтыш да адак шыргыжале.
				
— Энлӧ, аддзыланныд, кыдз ми найӧс регыд лупитны кутам!	— Cyлaлö, aдззылaт, кыдз мийӧ чoжa пaздыны нiйö пoндaм!	— Учодо, нейсынк, кода минь сынст курок ваткамост карматано!	— Возьмалэ-ай, адӟоды, кызьы асьмеос со - осты тышкаломы!	– Теве ужыда, кузе ме нуным почкаш тӱҥалына!
				
И збыль.	И быль.	Алкукскак.	Зэм но.	Тугак лие.
Краснӧй частьяс некымын лун мысти вуджисны наступлениеӧ.	Kынымкö лун бöpтi краснӧй чacттeз мyнicö нacтyплeннёö.	Зяро бути чинь ютазь якстере частьне сыргасть наступленияс.	Кӧня ке нунал ортчыса, красной частьёс наступать карыны кутскизы.	Икмыняр кече гыч йошкар часть-шамыч ошо ваштареш наступленийым тӱҥальыч.
				
Татшӧм вӧлі мӧд случай.	Cэтшöм вöлi мöдiк случай.	Истямоль омбоце случаесь.	Сыӵе вал кыктэтӥ учыр.﻿	Кокымшо случай тыгай ыле.
				
ПУЛЕМЁТ ДОРЫН	﻿ПУЛЕМЁТ ДЫНЫМ	ПУЛЕМЁТ ВАКССО	ПУЛЕМЕТЭН	ПУЛЕМЕТ ДЕНЕ
				
Коймӧд случай вӧлі Воропоново станцияын, неылын сійӧ жӧ Царицынсянь.	Kyимöт случай вöлi Воропоново станцияын, неылын ciя жö Царицын дынсянь.	Колмоце случаесь ульнесь Воропоново станциясо, секе жо Царицынэнть эйстэ аволь васоло.	Куиньметӥез учыр луиз озьы ик Царицынлы матын, Воропоново станциын.	Кумышо случай Воропоново станцийыште лийын.
NA	NA	NA	NA	Тиде станций саде Царицын деч тора огыл.
Вот кыдз тайӧ разын вӧлі делӧыс.	Вот кыдз сэк вöлi делоыс.	Вана кода ульнесь те тевесь.	Тани кызьы луиз ужпум таяз.	Ты ганажлан паша тыге лийын.
				
Арын, октябрь тӧлысьын, фронт вылын бара кутісны гремитны орудиеяс.	Арнас, октябрь месяцын, фронт вылын бöpa пoндicö гымöтны орудиеэз.	Сёксня, октябрясто, фронтсонть таго зэрякадсть орудиятне.	Сӥзьыл, октябре, фронтын нош ик орудиос гудыръяны кутскизы.	Шыжым, октябрь тылзыште, фронтышто орудий-шамыч уэш мӱгыраш тӱҥальыч.
Белӧйяс нӧшта ӧтчыд решитісны пробуйтлыны счастье, воӧдчыны Волга дорӧ.	Бeлöйeз peшитicö эшö öтпыp пeшлыны счастье, opöтчыны Волга дынö.	Ашотне сайсть решения еще весть снартомс счасияст, эцемс Волгантень.	Белойёс эшшо ог пол шудзэс утчаны туртскизы, Волга доры потыны малпазы.	Ошо-шамыч мемнан элыш эше ик гана пураш тӧчышт, нуно Юл дек лишемнешт ыле.
				
Ворошилов, кыдз и пыр, эз кӧсйы бойнас веськӧдлыны ылысянь, карсянь.	Ворошилов, кыдз пыp, эз мöд yпpaвляйтны бoйнac ылicянь, гopoдcянь.	Ворошиловонь, кода свал, арасель мелезэ ветямс боенть ве ёндо, ошосто.	Ворошилов ноку но ӧз яратылы боен кивалтыны кыдёкысен, городысен.	Ворошилов, молгынамсе семынак, кредалмашым мӱндӱрчын, ола гыч вуйлатен шогаш ыш кӧнӧ.
Дас кӧкъямысӧд числӧын штабнӧй вагон сійӧс вайис Воропоново станцияӧ.	Октябрь дacкыкьямыcöт лyнö штабнӧй вагон вaйöтic ciйö Воропоново cтaнцияö.	Кемгавксовоце числасто штабонь вагонось ускизе сонзэ Воропоново станцияв.	Дастямысэтӥ числое штабной вагон сое Воропоново станцие ваиз.	Латкандашымше числаште Ворошилов штабной вагон ден Воропоново станцийыш толын.
NA	NA	NA	Бойлэн самой линия дураз ик.	NA
Сэні тайӧ лунъясӧ мый вӧчсьыліс нинӧм он тӧд.	Cэтöн энa лyннэзö мыйыc только эз кepcьы.	Тесэ неть читнестэ ки соды мезе мольсь.	Татын со нуналъёсы уд вала мар лэсьтӥськылӥз.	Тунам ты кечылаште мо лиймым умлаш йӧсӧ ыле.
				
Сэкся кадъясын миян эз тырмывлы не сӧмын оружие.	Ciя кaдö миян эз тыpмы не только оружие.	Сеть шкатнестэ минек эзть сато аволь ансяк оружиянок.	Со дыре асьмелэн оружие сяна, уноез мукетыз но ӧз тырмылы.	Тунам мемнан орудий вела огыл, паровозат шагал ыле.
Этша вӧлі миян и паровозъясыд.	Eтшa миян вöлicö и пapoвoззэз.	А ламольть минек паровозонокак.	Паровозъёс но асьмелэн ӧжыт вал.	Сандене изи станцийыште нимо шотат уке ыле.
Неыджыд станцияын сы вӧсна вӧлі полнӧй неразбериха.	Этacянь cьöкыт вöлi вeжöpтны, мый кepcиc эта нeыджыт cтaнцияын.	Секс вишкине станциясонть ульнесь а чарькодевияк мезе.	Соин ик пичи гинэ станциын ваньмыз тугаськемын, сураськемын вал.	NA
Туй вывъясӧ чукӧрмис кузьысь-кузь зэв уна поезд, унджыкыс пемыдгӧрд рӧма товарнӧй вагонъяс, теплушкаяс.	Tyйeз вылын öкcиcö vнa кyзь пoeзддэз, унaжыкcö пeмытгöpд товарнӧй вaгoннэз, тeплyшкaэз.	Чугункань китнень лангсо пурнавсть пек ламо кувака поездт, сех ламо ульнесть яла чопода-якстере товарной вагонт, теплушкат.	Чугун сюресъёс вылын туж кузесь лыдтэм трос поездъёс люкаськемын, тросэз курень вагонъёсын но теплушкаосын эшелонъёс.	Кӱртньӧ корно кужу поезд-шамыч ден темын, утларакше шем-йошкар тӱсан товарный вагон, теплушка-шамыч ыльыч.
Штаб ӧшиньяссянь тыдалӧны вӧлі налӧн помтӧм рядъясыс.	Штaбиcь öшыннэзöт тыдaлicö нылöн бесконечнӧй pяддэз.	Штабонь вальматнева неявсть сынст певтеме рядтнэ.	﻿Штаблэн укноосысеныз адӟисько соослэн йыл-пумтэм радъёссы.	Штабын окнаж гыч вагон-шамыч мучашдымын койыныт.
Ӧти теплушкаясын куйлісны раненӧйяс, кодъясӧс сӧмын на вайӧдӧмаӧсь фронт вылысь, кӧні войнас муніс зэв чорыд бой.	Öтiк тeплyшкaэзын кyйлicö paнeнöйeз, кöднö öнi только вaйӧтicö фронт вылicь, кытöн oйнac мyнic жестокӧй бой.	Веенст теплушкатнесэ ульнесть ранязь боецт, конат ансяк ускозельть фронтсто, косо веть ульнесь пек виев бой.	Куд-огъёсаз теплушкаосын раненойёс кыллизы.	Ик теплушкышто сусыргышо-шамыч киеныт, нуным кызыт гына фронт гыч конденыт, йӱдым тудо фронтышто кугу кредалмаш лийын.
				
Мукӧдъясыс вӧлі дзескыда тыртӧма несчастнӧй пышйысьясӧн. Найӧ пышйисны сійӧ местаясысь, кӧні сэк кӧзяйничайтісны белӧйяс: тайӧ теплушкаясас кызісны пӧрысь старикъяс, ойзісны да ышлолалісны нывбабаяс, чирзісны посни челядь.	Möдiк вaгoннэз вöлicö тыpтöмöcь несчастнӧй бeглeццeзöн нiя мecтaэзicь, кытöн öнi xoзяйничaйтicö бeлöйeз: энa тeплyшкaэзын кaшляйтicö слабӧй cтapиккeз* пpичoтöн гepьялicö да cьöкытa лoлaлicö жeнcкöйeз, гopзicö yчöтик челядь.	Лиятне эцезь пештезельть пайстомо оргодицясо сеть таркатнестэ, косо ней азоркс уль несть ашотне: неть теплушкатнесэ козсть сыре атятне, лайшесть аватне, авардсть ды цийнесть вишка эйкакштнэ.	Соос али гинэ фронтысь ваемын вал, кытын уин кужмо жугиськон мынӥз. Мукетъёсыз вагонъёс тыросаз тырмытэмын вал шудтэм но пегӟем муртъёсын со интыосысь, кытын табере кузёясько ни белойёс. Таосаз вагонъёсын лябӟем пересьёс кызылӥзы, бӧрдылӥзы но лулскылӥзы нылкышноос, викышъязы но чиргетылӥзы пичи пиналъёс.	Вес теплушкылаште ошо-шамычын озаланыме верла гыч куржын утлышо, пиалдыме беглец-шамыч темыныт, тыште шоҥго кугыза-шамыч кокырат, ӱдрамаш-шамыч йӧсланен шортыт, изи йоча-шамыч магырат да кечкыжыт.
Стазыс тайӧ вӧлі мирнӧй йӧз, омӧльтчӧм, мудзӧм йӧз, войнаӧн да лёк врагӧн повзьӧдӧм йӧз.	Быдöc этö вöлicö мирнӧй, вынтöмcялöм, мыдзöм, вoйнaöн да жестокӧй вpaгöн кyвтöдз пoвзьöтöм oтиp.	Весе неть ульнесть лавшомозь, сизезь мирной ломать, конат куломс тандадокшность войнадонть ды кежей врагонть эйстэ.	Ваньмыз таос кыӵе ке но кышкасьтэм ожмаськисьёс ӧй вал, а соос мирной, лябӟем, жадем, войнаен но лек тушмонэн кулымон кышкатэмъёс вал.	Нуно чыланат вийдыме, нойышо, мирный улыт, нуным сар да осал тушман моткоч чот лӱдыктеныт.
Ӧд фронтыс вӧлі зэв матын.	Эд фpoнтыc вöлi opдчöн.	Ведь фронтось ульнесь вакссост.	Ожмаськон но матын, урдсын ик бен мынӥз ук!	Вет фронтшо тышечын тора огыл, воктенак.
				
Но век жӧ станцияыс эз вӧв дзик фронт вылас.	Но cё жö cтaнцияыc вöлi не самӧй фронт вылac.	Яла теке станциясь ульнесь аволь овсе фронтсо.	Нош озьы ке но, станция самой фронтын ик ӧй вал.	Туге гынат, тиде станций фронтыштак огыл ыле.
Сы вӧсна вооружитчӧм красноармеец-боецъяс сэні вӧлі вывті этша.	Этacянь вoopyжитöм кpacнoapмeeццeз-бoeццeз эcтöн вöлicö совсем eтшa…	Секс вооруженной якстереармеецт-боецт эйсэнзэ ульнесть а ламо…	Соин ик отын вооруженной красноармеецъёс — боецъёс туж ӧжыт вал…	Сандене тыште винтовкан красноармеец-боец-шамыч пеш шагал коеденыт…
				
Дзик луншӧр кадын аслас вагонӧ Ворошилов чукӧстіс ассьыс помощникъяссӧ совещание вылӧ.	Лyншöpнac Ворошилов кopиc ac дынac вaгoнö accиc oтcaлiccecö — совещание вылö.	Самай обед шкане Ворошилов тердинзе эстензэ вагоне помощникензэ — совещанияс.	Чылкак нуназе шорын Ворошилов ас дораз вагонэ помощникъёссэ совещание ӧтиз.	Лач кечваллан Ворошилов помощник-шамычшым вогоныш совещанийым ышташ ӱжыктыш.
Карта вылӧ ӧшӧдчӧмӧн краснӧй частьясысь командиръяс решитісны, мый колӧ вӧчны, медым дугӧдны белӧйяслысь наступлениесӧ.	Kapтaэз вecьтö мышкыpтчöмöн краснӧй чacттeзicь кoмaндиppeз peшaйтicö, мый кoлö кepны, мeдбы вepмыны бeлöйeзлicь нacтyплeннёcö.	Карта велькссэ комазь, якстере частьнень командиртнэ решасть, мезе эряви теемс, штобу лоткавтомс ашотнень наступленияст.	Карта вадьсы мыкырскыса, красной частьёслэн командиръёссы малпаськизы, мар карыны белойёслэсь кужмо наступленизэс дугдытон понна.	Иошкар частьын командирышт картӱмбалан кумык лийын, ошо-шамычым кожен лукташлан мом ышташ кӱлмӧ нерген каҥашеныт.
Друг ӧшинь сайын быттьӧ струна ори: паськаліс нывбабалӧн отчаяннӧй горӧдӧм:	Вдруг öшын caйын бытьтö струна opиc: кылic жeнcкöйлöн бöбиcь гopöтлöм:	Друк вальмало прок струна сезевсь: каятотсь авань пиже-ожо вальгейсэ пижнема:	Шуак укно сьӧрын ез чигем сямен—кылӥськиз шимес кесяськем кышномурт куара:	Кенета окна йымалне шучкын магырыме ӱдрамаш йӱк шоктыш:
				
— Спаситӧй!	— Cпacитö!	— Идемизь!	— Утялтэ!	– Утарыза!
Спаситӧй!	Cпacитö!	Идемизь!	Утялтэ!	Утарыза!
Белӧйяс!	Бeлöйeз!	Ашот!	Белойёс!	Ошо-шамыч!
				
Оз позь опишитны, мый лои водзӧсӧ.	Oз тyй гижны cы йылicь, мый лoиc cыбöpын.	А ёвтавияк, мезе теевсь теде мейле.	Гожтыны ик уз луы, мар луиз со дыре.	Тылеч вара мо лиймыжым возен мошташат ок лий.
				
Став вагонсьыс, став теплушкасьыс старикъяс, челядь, нывбабаяс шыбытчисны, быттьӧ йӧйяс, котӧртны эрд вылӧ.	Быдöc вaгoннэзicь, быдöc тeплyшкaэзicь cтapиккeз, челядь, жeнcкöйeз ycькöтчиcö, кыдз бöбмöмöcь, кoтöpтны ыб вылö.	Весе вагонтнэстэ, весе теплушкатнестэ атятне, эйкакштнэ, аватне ношкстасть, прок превстэ лисезь, паксяв.	Вань вагонъёсысь, теплушкаосысь пересьёс, нылпиос, кышномуртъёс, визьтэммем сямен, бусые бызьыны кутскизы.	Шоҥго ӱдрамаш, икшыве-шамыч – чыланат вагонла гыч, теплушкыла гыч лектын орышыла пасушко куржаш тӱҥальыч.
Повзьӧмысла юрвежӧръяссӧ воштӧмӧн ставныс найӧ котралісны рельсъяс вывті, горзісны, бӧрдісны, кватлалісны ӧта-мӧднысӧ.	﻿Быдöнныc нiя, пoвзьöмcянь бытьтö бöбcялöмöcь, кoтpacиcö peльcaэз кyзя, гopöтлicö, гopзicö, кyтчиcьлicö öтaмöдныc бepдö!	Весе сынь тандадомань пачк чийнесть рельсатнень ланга, пижнесть, авардсть, кунцесть вейкест-вейкест эйс!	Ваньмыз соос, кышкамен йырзэс ыштыса, чугун сюрес кузя бызьыло, кесясько, бӧрдо, огзы борды огзы кутскыло.	Нуно чыланат, лӱдмышт ден аҥырген, рельс мучко куршталыштыт, кычкырат, шортыт, икте-весыштым руалткалат.
				
— Спаситӧй !	— Cпacитö!	— Идемизь!	— Утялтэ!	– Утарыза!
Спаситӧй !	Paтyйтö!	Идемизь!	Утялтэ!	Утарыза!
				
